incident_id,timestamp,time,system_state,incident_phase,failing_service,service_name,project_id,cpu_percent,in_flight_queue,incoming_rate,processing_rate,queue_growth_rate,cpu_trend_5min_ma,cpu_trend_10min_ma,label
INC-03393,2026-05-03T08:33:00,08:33:00,healthy,normal,,Node.js,1,28.62,39.34,128.89,122.0,6.88,53.1566,46.461,0
INC-03394,2026-05-03T08:34:00,08:34:00,healthy,normal,,Ruby,5,35.99,45.31,141.48,103.4,38.08,53.8378,45.0665,0
INC-03395,2026-05-03T08:35:00,08:35:00,healthy,normal,,Ruby,5,39.92,38.68,147.35,156.54,-9.19,44.7731,46.7773,0
INC-03396,2026-05-03T08:36:00,08:36:00,healthy,normal,,Java,4,44.63,23.37,91.15,62.87,28.28,47.0635,47.7547,0
INC-03397,2026-05-03T08:37:00,08:37:00,failure,critical,Java,Java,4,76.09,125.61,133.04,140.01,-6.98,45.0499,50.1286,0
INC-03398,2026-05-03T08:38:00,08:38:00,warning,degraded,Python,Python,0,63.03,44.08,99.43,75.2,24.23,51.9315,52.5441,0
INC-03399,2026-05-03T08:39:00,08:39:00,healthy,normal,,Go,2,38.57,24.79,75.33,50.1,25.23,52.4479,53.1429,0
INC-03400,2026-05-03T08:40:00,08:40:00,healthy,normal,,Python,0,39.7,62.92,92.14,93.37,-1.23,52.4033,48.5882,0
INC-03401,2026-05-03T08:41:00,08:41:00,warning,degraded,Python,Python,0,65.05,59.67,97.47,58.61,38.87,56.488,51.7758,1
INC-03402,2026-05-03T08:42:00,08:42:00,healthy,normal,,Ruby,5,39.34,63.91,135.65,137.82,-2.18,49.1388,47.0943,0
INC-03403,2026-05-03T08:43:00,08:43:00,healthy,normal,,Node.js,1,28.53,34.64,154.57,113.01,41.55,42.238,47.0847,0
INC-03404,2026-05-03T08:44:00,08:44:00,healthy,normal,,Php,3,47.46,10.33,75.8,79.01,-3.21,44.016,48.2319,0
INC-03405,2026-05-03T08:45:00,08:45:00,healthy,normal,,Java,4,42.94,59.35,130.56,123.47,7.08,44.6649,48.5341,0
INC-03406,2026-05-03T08:46:00,08:46:00,warning,degraded,Java,Java,4,54.24,36.72,84.7,79.03,5.67,42.5025,49.4953,0
INC-03407,2026-05-03T08:47:00,08:47:00,recovering,recovery,,Ruby,5,41.4,32.19,138.87,108.69,30.18,42.9145,46.0266,0
INC-03408,2026-05-03T08:48:00,08:48:00,healthy,normal,,Python,0,26.62,24.86,101.32,63.8,37.52,42.5337,42.3859,0
INC-03409,2026-05-03T08:49:00,08:49:00,healthy,normal,,Python,0,40.42,44.49,88.46,89.79,-1.33,41.1258,42.5709,0
INC-03410,2026-05-03T08:50:00,08:50:00,healthy,normal,,Node.js,1,24.72,81.55,143.99,98.7,45.29,37.4821,41.0735,0
INC-03411,2026-05-03T08:51:00,08:51:00,healthy,normal,,Python,0,32.35,39.89,102.39,80.49,21.9,33.1043,37.8034,0
INC-03412,2026-05-03T08:52:00,08:52:00,healthy,normal,,Python,0,38.64,28.2,110.52,99.49,11.03,32.552,37.7332,0
INC-03413,2026-05-03T08:53:00,08:53:00,failure,critical,Node.js,Node.js,1,87.47,143.04,53.4,44.92,8.48,44.7212,43.6275,1
INC-03414,2026-05-03T08:54:00,08:54:00,healthy,normal,,Java,4,37.07,53.46,148.4,103.78,44.62,44.0507,42.5883,0
INC-03415,2026-05-03T08:55:00,08:55:00,healthy,normal,,Go,2,26.47,7.61,144.63,96.94,47.68,44.401,40.9415,0
INC-03416,2026-05-03T08:56:00,08:56:00,healthy,normal,,Node.js,1,39.76,63.25,120.16,79.5,40.66,45.8824,39.4933,0
INC-03417,2026-05-03T08:57:00,08:57:00,healthy,normal,,Php,3,30.09,92.57,74.17,76.51,-2.34,44.1737,38.3628,0
INC-03418,2026-05-03T08:58:00,08:58:00,healthy,normal,,Python,0,32.4,0.0,156.28,96.23,60.05,33.1602,38.9407,0
INC-03419,2026-05-03T08:59:00,08:59:00,warning,degraded,Python,Python,0,66.9,25.29,100.01,108.86,-8.85,39.1263,41.5885,0
INC-03420,2026-05-03T09:00:00,09:00:00,healthy,normal,,Php,3,35.82,0.0,106.4,74.4,32.0,40.9965,42.6987,0
INC-03421,2026-05-03T09:01:00,09:01:00,warning,degraded,Go,Go,2,65.19,48.49,189.36,124.06,65.3,46.0831,45.9827,1
INC-03422,2026-05-03T09:02:00,09:02:00,healthy,normal,,Php,3,28.99,69.81,98.89,87.86,11.03,45.8633,45.0185,0
INC-03423,2026-05-03T09:03:00,09:03:00,healthy,normal,,Python,0,32.6,52.11,142.27,91.05,51.22,45.9034,39.5318,0
INC-03424,2026-05-03T09:04:00,09:04:00,healthy,normal,,Java,4,35.02,77.84,136.86,123.34,13.52,39.5265,39.3264,0
INC-03425,2026-05-03T09:05:00,09:05:00,healthy,normal,,Go,2,24.0,66.61,131.71,135.04,-3.33,37.1614,39.079,0
INC-03426,2026-05-03T09:06:00,09:06:00,healthy,normal,,Go,2,31.3,84.04,128.46,80.15,48.31,30.383,38.2331,0
INC-03427,2026-05-03T09:07:00,09:07:00,healthy,normal,,Go,2,38.1,73.2,131.29,131.28,0.01,32.2043,39.0338,0
INC-03428,2026-05-03T09:08:00,09:08:00,warning,degraded,Java,Java,4,54.78,41.94,128.16,102.17,25.99,36.6397,41.2715,0
INC-03429,2026-05-03T09:09:00,09:09:00,warning,degraded,Go,Go,2,74.25,51.33,118.44,80.51,37.93,44.4867,42.0066,0
INC-03430,2026-05-03T09:10:00,09:10:00,healthy,normal,,Go,2,45.16,32.63,165.34,113.76,51.58,48.7182,42.9398,0
INC-03431,2026-05-03T09:11:00,09:11:00,healthy,normal,,Ruby,5,25.04,45.39,80.62,85.41,-4.79,47.4661,38.9245,0
INC-03432,2026-05-03T09:12:00,09:12:00,healthy,normal,,Php,3,45.86,51.24,150.64,98.72,51.93,49.018,40.6111,0
INC-03433,2026-05-03T09:13:00,09:13:00,healthy,normal,,Node.js,1,33.85,48.3,144.67,149.5,-4.83,44.8321,40.7359,0
INC-03434,2026-05-03T09:14:00,09:14:00,healthy,normal,,Php,3,38.35,76.85,140.95,122.93,18.02,37.6512,41.069,0
INC-03435,2026-05-03T09:15:00,09:15:00,failure,critical,Node.js,Node.js,1,84.03,123.4,153.51,95.1,58.41,45.4252,47.0717,0
INC-03436,2026-05-03T09:16:00,09:16:00,healthy,normal,,Python,0,42.38,31.36,117.22,97.56,19.67,48.8943,48.1802,0
INC-03437,2026-05-03T09:17:00,09:17:00,healthy,normal,,Go,2,38.25,32.61,63.93,64.49,-0.56,47.3719,48.1949,0
INC-03438,2026-05-03T09:18:00,09:18:00,healthy,normal,,Ruby,5,28.49,63.1,117.83,113.48,4.35,46.299,45.5655,0
INC-03439,2026-05-03T09:19:00,09:19:00,healthy,normal,,Ruby,5,25.68,21.94,90.26,76.22,14.05,43.765,40.7081,0
INC-03440,2026-05-03T09:20:00,09:20:00,warning,degraded,Node.js,Node.js,1,53.32,45.98,98.04,100.99,-2.94,37.6232,41.5242,0
INC-03441,2026-05-03T09:21:00,09:21:00,healthy,normal,,Go,2,36.5,76.55,82.73,54.62,28.11,36.447,42.6707,0
INC-03442,2026-05-03T09:22:00,09:22:00,healthy,normal,,Python,0,39.58,55.85,105.68,111.49,-5.81,36.7132,42.0425,0
INC-03443,2026-05-03T09:23:00,09:23:00,warning,degraded,Ruby,Ruby,5,70.21,48.51,102.1,104.47,-2.37,45.0574,45.6782,0
INC-03444,2026-05-03T09:24:00,09:24:00,healthy,normal,,Ruby,5,34.06,49.28,48.67,46.44,2.23,46.733,45.249,0
INC-03445,2026-05-03T09:25:00,09:25:00,warning,degraded,Php,Php,3,55.74,29.41,141.01,142.27,-1.26,47.2182,42.4207,1
INC-03446,2026-05-03T09:26:00,09:26:00,healthy,normal,,Java,4,29.54,32.86,186.61,162.71,23.9,45.8262,41.1366,0
INC-03447,2026-05-03T09:27:00,09:27:00,healthy,normal,,Php,3,44.22,46.1,138.19,129.56,8.63,46.754,41.7336,0
INC-03448,2026-05-03T09:28:00,09:28:00,warning,degraded,Go,Go,2,61.12,55.43,113.91,100.28,13.64,44.9371,44.9972,0
INC-03449,2026-05-03T09:29:00,09:29:00,healthy,normal,,Python,0,36.15,68.96,118.36,92.05,26.31,45.3553,46.0441,0
INC-03450,2026-05-03T09:30:00,09:30:00,healthy,normal,,Go,2,26.39,51.85,107.37,94.96,12.41,39.4855,43.3519,0
INC-03451,2026-05-03T09:31:00,09:31:00,healthy,normal,,Php,3,37.69,77.06,122.7,89.42,33.28,41.1153,43.4708,0
INC-03452,2026-05-03T09:32:00,09:32:00,healthy,normal,,Php,3,31.34,82.1,118.89,97.51,21.38,38.5393,42.6466,0
INC-03453,2026-05-03T09:33:00,09:33:00,warning,degraded,Node.js,Node.js,1,73.37,65.91,94.77,70.17,24.6,40.9894,42.9632,0
INC-03454,2026-05-03T09:34:00,09:34:00,failure,critical,Ruby,Ruby,5,94.19,154.5,170.49,112.77,57.72,52.5976,48.9765,1
INC-03455,2026-05-03T09:35:00,09:35:00,recovering,recovery,,Python,0,46.03,30.19,75.39,57.36,18.02,56.5255,48.0055,0
INC-03456,2026-05-03T09:36:00,09:36:00,warning,degraded,Go,Go,2,63.99,27.02,141.55,145.23,-3.68,61.7843,51.4498,0
INC-03457,2026-05-03T09:37:00,09:37:00,healthy,normal,,Php,3,30.59,60.36,116.96,92.46,24.5,61.6349,50.0871,0
INC-03458,2026-05-03T09:38:00,09:38:00,healthy,normal,,Php,3,23.64,23.18,177.02,172.42,4.6,51.689,46.3392,0
INC-03459,2026-05-03T09:39:00,09:39:00,healthy,normal,,Php,3,28.14,44.19,130.23,89.54,40.68,38.4794,45.5385,0
INC-03460,2026-05-03T09:40:00,09:40:00,healthy,normal,,Node.js,1,36.59,65.42,109.2,88.7,20.51,36.5897,46.5576,0
INC-03461,2026-05-03T09:41:00,09:41:00,healthy,normal,,Python,0,37.6,78.27,112.57,74.01,38.56,31.3128,46.5486,0
INC-03462,2026-05-03T09:42:00,09:42:00,recovering,recovery,,Php,3,51.19,44.92,121.2,81.12,40.08,35.4322,48.5335,0
INC-03463,2026-05-03T09:43:00,09:43:00,healthy,normal,,Go,2,32.59,37.0,85.72,77.89,7.82,37.2206,44.4548,0
INC-03464,2026-05-03T09:44:00,09:44:00,healthy,normal,,Python,0,42.46,56.41,96.99,87.66,9.34,40.0854,39.2824,0
INC-03465,2026-05-03T09:45:00,09:45:00,healthy,normal,,Php,3,35.51,28.53,66.45,46.96,19.49,39.8699,38.2298,0
INC-03466,2026-05-03T09:46:00,09:46:00,failure,critical,Go,Go,2,93.63,126.53,92.31,77.28,15.03,51.0747,41.1937,0
INC-03467,2026-05-03T09:47:00,09:47:00,warning,degraded,Php,Php,3,50.81,49.84,122.82,126.7,-3.89,50.999,43.2156,0
INC-03468,2026-05-03T09:48:00,09:48:00,warning,degraded,Java,Java,4,33.62,49.44,129.01,88.64,40.37,51.2059,44.2132,0
INC-03469,2026-05-03T09:49:00,09:49:00,healthy,normal,,Python,0,37.27,51.77,60.62,36.95,23.67,50.1671,45.1262,0
INC-03470,2026-05-03T09:50:00,09:50:00,failure,critical,Python,Python,0,76.6,113.31,115.88,107.31,8.58,58.3858,49.1278,1
INC-03471,2026-05-03T09:51:00,09:51:00,healthy,normal,,Php,3,33.3,35.46,136.9,85.8,51.1,46.3206,48.6977,0
INC-03472,2026-05-03T09:52:00,09:52:00,failure,critical,Go,Go,2,85.58,115.06,115.11,125.47,-10.36,53.2753,52.1371,1
INC-03473,2026-05-03T09:53:00,09:53:00,healthy,normal,,Php,3,47.7,17.6,100.99,91.37,9.61,56.091,53.6484,0
INC-03474,2026-05-03T09:54:00,09:54:00,healthy,normal,,Java,4,38.2,56.84,107.64,89.9,17.74,56.2769,53.222,0
INC-03475,2026-05-03T09:55:00,09:55:00,healthy,normal,,Java,4,36.33,67.89,103.78,84.58,19.2,48.2219,53.3038,0
INC-03476,2026-05-03T09:56:00,09:56:00,warning,degraded,Ruby,Ruby,5,71.7,65.93,100.9,89.45,11.45,55.901,51.1108,1
INC-03477,2026-05-03T09:57:00,09:57:00,healthy,normal,,Go,2,37.95,44.75,125.21,80.8,44.41,46.374,49.8247,0
INC-03478,2026-05-03T09:58:00,09:58:00,failure,critical,Go,Go,2,84.34,113.78,189.23,201.53,-12.3,53.7019,54.8964,1
INC-03479,2026-05-03T09:59:00,09:59:00,healthy,normal,,Node.js,1,43.57,64.89,97.69,89.17,8.52,54.7762,55.5266,0
INC-03480,2026-05-03T10:00:00,10:00:00,healthy,normal,,Python,0,26.12,62.78,110.46,76.43,34.02,52.7353,50.4786,0
INC-03481,2026-05-03T10:01:00,10:01:00,healthy,normal,,Go,2,37.59,54.35,118.45,104.39,14.06,45.9133,50.9072,0
INC-03482,2026-05-03T10:02:00,10:02:00,healthy,normal,,Node.js,1,22.62,84.89,99.38,66.25,33.13,42.8476,44.6108,0
INC-03483,2026-05-03T10:03:00,10:03:00,healthy,normal,,Ruby,5,36.63,49.47,152.95,93.11,59.84,33.3062,43.504,0
INC-03484,2026-05-03T10:04:00,10:04:00,healthy,normal,,Go,2,36.54,44.86,48.87,44.73,4.14,31.9006,43.3384,0
INC-03485,2026-05-03T10:05:00,10:05:00,warning,degraded,Go,Go,2,78.41,42.0,104.07,96.18,7.88,42.3585,47.5469,1
INC-03486,2026-05-03T10:06:00,10:06:00,healthy,normal,,Node.js,1,22.48,18.78,144.55,128.92,15.63,39.3374,42.6253,0
INC-03487,2026-05-03T10:07:00,10:07:00,recovering,recovery,,Python,0,45.19,63.23,111.18,76.91,34.27,43.852,43.3498,0
INC-03488,2026-05-03T10:08:00,10:08:00,healthy,normal,,Python,0,41.58,47.89,95.37,86.0,9.37,44.842,39.0741,0
INC-03489,2026-05-03T10:09:00,10:09:00,failure,critical,Node.js,Node.js,1,90.68,140.2,133.22,83.7,49.52,55.6697,43.7852,1
INC-03490,2026-05-03T10:10:00,10:10:00,healthy,normal,,Python,0,36.44,86.84,147.19,133.15,14.04,47.2759,44.8172,0
INC-03491,2026-05-03T10:11:00,10:11:00,healthy,normal,,Go,2,27.35,42.18,126.32,110.78,15.54,48.2501,43.7937,0
INC-03492,2026-05-03T10:12:00,10:12:00,healthy,normal,,Java,4,30.27,3.24,95.96,89.02,6.95,45.2662,44.5591,0
INC-03493,2026-05-03T10:13:00,10:13:00,healthy,normal,,Java,4,44.96,59.62,133.69,140.07,-6.38,45.9419,45.392,0
INC-03494,2026-05-03T10:14:00,10:14:00,failure,critical,Php,Php,3,87.59,133.34,107.94,110.66,-2.72,45.323,50.4964,0
INC-03495,2026-05-03T10:15:00,10:15:00,healthy,normal,,Python,0,38.0,35.35,142.36,155.21,-12.86,45.6351,46.4555,0
INC-03496,2026-05-03T10:16:00,10:16:00,healthy,normal,,Java,4,34.08,57.95,164.5,178.99,-14.5,46.9806,47.6153,0
INC-03497,2026-05-03T10:17:00,10:17:00,failure,critical,Java,Java,4,78.54,145.72,41.83,41.25,0.58,56.633,50.9496,1
INC-03498,2026-05-03T10:18:00,10:18:00,healthy,normal,,Python,0,42.47,31.07,123.33,132.98,-9.65,56.135,51.0385,0
INC-03499,2026-05-03T10:19:00,10:19:00,warning,degraded,Php,Php,3,69.03,43.97,67.93,70.21,-2.29,52.4226,48.8728,0
INC-03500,2026-05-03T10:20:00,10:20:00,healthy,normal,,Node.js,1,53.45,79.54,193.25,186.26,7.0,55.511,50.5731,0
INC-03501,2026-05-03T10:21:00,10:21:00,failure,critical,Java,Java,4,79.88,115.57,105.96,67.57,38.39,64.6704,55.8255,1
INC-03502,2026-05-03T10:22:00,10:22:00,healthy,normal,,Ruby,5,41.58,51.33,142.39,88.93,53.46,57.2795,56.9562,0
INC-03503,2026-05-03T10:23:00,10:23:00,healthy,normal,,Python,0,24.51,0.0,118.94,121.18,-2.24,53.6869,54.911,0
INC-03504,2026-05-03T10:24:00,10:24:00,healthy,normal,,Java,4,36.26,20.36,95.91,81.03,14.88,47.1335,49.778,0
INC-03505,2026-05-03T10:25:00,10:25:00,recovering,recovery,,Go,2,57.81,53.15,92.34,93.01,-0.67,48.0069,51.759,0
INC-03506,2026-05-03T10:26:00,10:26:00,healthy,normal,,Ruby,5,18.42,74.56,167.57,126.76,40.81,35.7164,50.1934,0
INC-03507,2026-05-03T10:27:00,10:27:00,healthy,normal,,Go,2,33.36,22.76,148.68,118.77,29.91,34.0724,45.6759,0
INC-03508,2026-05-03T10:28:00,10:28:00,warning,degraded,Java,Java,4,60.49,51.49,178.31,169.41,8.9,41.2697,47.4783,1
INC-03509,2026-05-03T10:29:00,10:29:00,recovering,recovery,,Python,0,44.38,42.49,121.66,128.68,-7.02,42.8948,45.0142,0
INC-03510,2026-05-03T10:30:00,10:30:00,failure,critical,Node.js,Node.js,1,91.08,149.06,128.64,82.83,45.81,49.5488,48.7778,0
INC-03511,2026-05-03T10:31:00,10:31:00,recovering,recovery,,Python,0,58.97,25.64,111.98,115.43,-3.44,57.6573,46.6868,0
INC-03512,2026-05-03T10:32:00,10:32:00,healthy,normal,,Ruby,5,33.93,58.6,111.39,111.0,0.39,57.7719,45.9222,0
INC-03513,2026-05-03T10:33:00,10:33:00,healthy,normal,,Java,4,36.64,36.93,88.74,67.25,21.5,53.0018,47.1358,0
INC-03514,2026-05-03T10:34:00,10:34:00,warning,degraded,Java,Java,4,65.91,54.46,122.52,95.27,27.25,57.3079,50.1013,0
INC-03515,2026-05-03T10:35:00,10:35:00,failure,critical,Ruby,Ruby,5,88.01,131.38,96.32,60.03,36.29,56.6944,53.1216,1
INC-03516,2026-05-03T10:36:00,10:36:00,healthy,normal,,Python,0,26.29,44.96,133.26,81.0,52.25,50.1584,53.9078,0
INC-03517,2026-05-03T10:37:00,10:37:00,healthy,normal,,Node.js,1,43.87,59.56,125.1,104.9,20.2,52.1451,54.9585,0
INC-03518,2026-05-03T10:38:00,10:38:00,warning,degraded,Python,Python,0,67.36,50.87,128.63,83.32,45.31,58.2887,55.6452,0
INC-03519,2026-05-03T10:39:00,10:39:00,healthy,normal,,Python,0,38.16,47.34,170.25,118.67,51.59,52.7376,55.0227,0
INC-03520,2026-05-03T10:40:00,10:40:00,healthy,normal,,Python,0,28.55,42.87,118.87,121.65,-2.78,40.8443,48.7693,0
INC-03521,2026-05-03T10:41:00,10:41:00,healthy,normal,,Go,2,31.33,51.55,142.7,126.36,16.34,41.8525,46.0054,0
INC-03522,2026-05-03T10:42:00,10:42:00,healthy,normal,,Node.js,1,33.59,54.44,181.55,166.44,15.1,39.7971,45.9711,0
INC-03523,2026-05-03T10:43:00,10:43:00,warning,degraded,Python,Python,0,52.73,30.22,159.2,110.44,48.76,36.8702,47.5794,0
INC-03524,2026-05-03T10:44:00,10:44:00,healthy,normal,,Python,0,21.5,43.01,154.6,156.81,-2.22,33.5376,43.1376,0
INC-03525,2026-05-03T10:45:00,10:45:00,warning,degraded,Python,Python,0,60.19,28.9,110.8,114.57,-3.77,39.8668,40.3555,0
INC-03526,2026-05-03T10:46:00,10:46:00,healthy,normal,,Ruby,5,39.18,49.2,126.89,109.34,17.55,41.4376,41.645,0
INC-03527,2026-05-03T10:47:00,10:47:00,healthy,normal,,Php,3,29.77,38.15,80.45,84.98,-4.53,40.6744,40.2358,0
INC-03528,2026-05-03T10:48:00,10:48:00,warning,degraded,Ruby,Ruby,5,56.85,65.42,134.97,137.99,-3.03,41.4989,39.1846,0
INC-03529,2026-05-03T10:49:00,10:49:00,healthy,normal,,Node.js,1,28.48,63.45,128.23,123.83,4.4,42.8962,38.2169,0
INC-03530,2026-05-03T10:50:00,10:50:00,healthy,normal,,Node.js,1,31.36,31.55,120.7,116.72,3.98,37.1289,38.4978,0
INC-03531,2026-05-03T10:51:00,10:51:00,healthy,normal,,Java,4,32.17,49.95,150.82,98.44,52.38,35.7267,38.5821,0
INC-03532,2026-05-03T10:52:00,10:52:00,healthy,normal,,Node.js,1,52.32,62.77,83.77,61.6,22.16,40.2365,40.4554,0
INC-03533,2026-05-03T10:53:00,10:53:00,healthy,normal,,Node.js,1,43.44,46.49,169.05,107.08,61.97,37.554,39.5264,0
INC-03534,2026-05-03T10:54:00,10:54:00,failure,critical,Python,Python,0,96.2,115.44,147.05,88.87,58.18,51.0971,46.9967,0
INC-03535,2026-05-03T10:55:00,10:55:00,warning,degraded,Python,Python,0,74.35,28.15,117.88,80.06,37.82,59.6954,48.4122,0
INC-03536,2026-05-03T10:56:00,10:56:00,warning,degraded,Node.js,Node.js,1,57.01,67.09,115.54,120.19,-4.65,64.6635,50.1951,1
INC-03537,2026-05-03T10:57:00,10:57:00,healthy,normal,,Node.js,1,25.22,68.05,134.42,96.77,37.65,59.2429,49.7397,0
INC-03538,2026-05-03T10:58:00,10:58:00,healthy,normal,,Php,3,26.15,45.84,165.63,179.72,-14.09,55.7845,46.6692,0
INC-03539,2026-05-03T10:59:00,10:59:00,healthy,normal,,Python,0,45.68,65.32,123.05,110.58,12.47,45.68,48.3886,0
INC-03540,2026-05-03T11:00:00,11:00:00,healthy,normal,,Python,0,30.62,0.0,124.32,89.34,34.98,36.9348,48.3151,0
INC-03541,2026-05-03T11:01:00,11:01:00,healthy,normal,,Java,4,24.99,76.55,120.54,102.29,18.25,30.5308,47.5971,0
INC-03542,2026-05-03T11:02:00,11:02:00,healthy,normal,,Python,0,31.55,46.86,173.46,123.08,50.38,31.7969,45.5199,0
INC-03543,2026-05-03T11:03:00,11:03:00,recovering,recovery,,Node.js,1,48.09,52.84,108.93,118.95,-10.02,36.1862,45.9853,0
INC-03544,2026-05-03T11:04:00,11:04:00,healthy,normal,,Java,4,37.15,43.59,119.11,121.93,-2.81,34.4804,40.0802,0
INC-03545,2026-05-03T11:05:00,11:05:00,healthy,normal,,Python,0,37.01,77.91,163.9,100.49,63.41,35.7575,36.3461,0
INC-03546,2026-05-03T11:06:00,11:06:00,warning,degraded,Python,Python,0,58.37,28.79,124.41,133.6,-9.19,42.4345,36.4826,1
INC-03547,2026-05-03T11:07:00,11:07:00,healthy,normal,,Go,2,40.49,79.49,154.11,148.03,6.08,44.2212,38.0091,0
INC-03548,2026-05-03T11:08:00,11:08:00,failure,critical,Node.js,Node.js,1,82.89,137.93,92.66,59.41,33.25,51.1802,43.6832,1
INC-03549,2026-05-03T11:09:00,11:09:00,warning,degraded,Go,Go,2,63.75,62.45,113.84,106.48,7.36,56.5007,45.4906,0
INC-03550,2026-05-03T11:10:00,11:10:00,recovering,recovery,,Java,4,55.49,43.42,164.53,151.94,12.59,60.198,47.9777,0
INC-03551,2026-05-03T11:11:00,11:11:00,healthy,normal,,Python,0,29.87,23.84,99.71,70.73,28.98,54.4962,48.4654,0
INC-03552,2026-05-03T11:12:00,11:12:00,warning,degraded,Go,Go,2,60.45,68.61,115.46,113.06,2.4,58.4882,51.3547,0
INC-03553,2026-05-03T11:13:00,11:13:00,healthy,normal,,Go,2,39.73,56.23,127.7,82.18,45.52,49.8576,50.5189,0
INC-03554,2026-05-03T11:14:00,11:14:00,warning,degraded,Python,Python,0,58.14,77.23,90.33,76.3,14.03,48.7353,52.618,0
INC-03555,2026-05-03T11:15:00,11:15:00,healthy,normal,,Go,2,31.92,46.12,107.59,65.09,42.5,44.0208,52.1094,0
INC-03556,2026-05-03T11:16:00,11:16:00,healthy,normal,,Node.js,1,39.45,41.62,123.38,133.79,-10.41,45.9369,50.2165,0
INC-03557,2026-05-03T11:17:00,11:17:00,healthy,normal,,Go,2,51.43,77.76,121.4,118.46,2.94,44.1344,51.3113,0
INC-03558,2026-05-03T11:18:00,11:18:00,healthy,normal,,Python,0,39.84,88.24,158.41,107.63,50.78,44.1563,47.007,0
INC-03559,2026-05-03T11:19:00,11:19:00,failure,critical,Go,Go,2,91.78,130.19,166.24,128.15,38.1,50.8849,49.8101,0
INC-03560,2026-05-03T11:20:00,11:20:00,warning,degraded,Node.js,Node.js,1,69.25,34.94,94.32,64.16,30.16,58.3499,51.1853,1
INC-03561,2026-05-03T11:21:00,11:21:00,warning,degraded,Java,Java,4,56.41,66.21,123.34,121.28,2.06,61.7436,53.8402,1
INC-03562,2026-05-03T11:22:00,11:22:00,healthy,normal,,Python,0,35.92,44.92,140.23,88.27,51.96,58.642,51.3882,0
INC-03563,2026-05-03T11:23:00,11:23:00,warning,degraded,Node.js,Node.js,1,64.76,61.99,165.49,168.83,-3.34,63.6257,53.891,0
INC-03564,2026-05-03T11:24:00,11:24:00,healthy,normal,,Go,2,37.57,44.81,141.55,151.62,-10.06,52.784,51.8345,0
INC-03565,2026-05-03T11:25:00,11:25:00,failure,critical,Php,Php,3,88.93,161.28,128.73,120.79,7.94,56.7212,57.5355,0
INC-03566,2026-05-03T11:26:00,11:26:00,recovering,recovery,,Go,2,53.04,36.01,140.0,98.9,41.09,56.0458,58.8947,0
INC-03567,2026-05-03T11:27:00,11:27:00,healthy,normal,,Php,3,32.51,59.61,140.21,109.37,30.84,55.3625,57.0022,0
INC-03568,2026-05-03T11:28:00,11:28:00,failure,critical,Php,Php,3,88.47,120.23,92.17,77.29,14.87,60.1039,61.8648,0
INC-03569,2026-05-03T11:29:00,11:29:00,healthy,normal,,Java,4,25.18,44.37,125.78,113.5,12.29,57.6248,55.2044,0
INC-03570,2026-05-03T11:30:00,11:30:00,healthy,normal,,Node.js,1,32.44,41.76,163.77,153.02,10.75,46.3266,51.5239,0
INC-03571,2026-05-03T11:31:00,11:31:00,healthy,normal,,Go,2,46.13,64.77,113.78,99.8,13.98,44.9444,50.4951,0
INC-03572,2026-05-03T11:32:00,11:32:00,healthy,normal,,Java,4,37.55,68.37,123.88,96.09,27.79,45.9528,50.6577,0
INC-03573,2026-05-03T11:33:00,11:33:00,warning,degraded,Ruby,Ruby,5,64.83,61.15,112.72,117.85,-5.12,41.2256,50.6647,0
INC-03574,2026-05-03T11:34:00,11:34:00,healthy,normal,,Java,4,50.17,47.84,50.58,32.41,18.18,46.2239,51.9244,0
INC-03575,2026-05-03T11:35:00,11:35:00,healthy,normal,,Node.js,1,24.11,52.8,120.62,100.49,20.13,44.5584,45.4425,0
INC-03576,2026-05-03T11:36:00,11:36:00,healthy,normal,,Python,0,26.12,67.95,129.05,127.48,1.58,40.558,42.7512,0
INC-03577,2026-05-03T11:37:00,11:37:00,warning,degraded,Go,Go,2,78.7,68.59,104.63,65.96,38.67,48.7882,47.3705,0
INC-03578,2026-05-03T11:38:00,11:38:00,recovering,recovery,,Php,3,50.37,0.0,85.36,81.32,4.04,45.8952,43.5604,0
INC-03579,2026-05-03T11:39:00,11:39:00,warning,degraded,Go,Go,2,63.06,44.56,93.58,94.5,-0.92,48.4733,47.3486,0
INC-03580,2026-05-03T11:40:00,11:40:00,warning,degraded,Go,Go,2,55.41,45.51,142.93,132.98,9.95,54.7319,49.6452,0
INC-03581,2026-05-03T11:41:00,11:41:00,healthy,normal,,Java,4,38.58,63.39,179.18,108.66,70.51,57.2233,48.8906,0
INC-03582,2026-05-03T11:42:00,11:42:00,healthy,normal,,Node.js,1,39.36,48.66,161.47,111.43,50.05,49.3541,49.0712,0
INC-03583,2026-05-03T11:43:00,11:43:00,healthy,normal,,Java,4,26.24,64.38,79.67,61.43,18.24,44.5294,45.2123,0
INC-03584,2026-05-03T11:44:00,11:44:00,healthy,normal,,Node.js,1,33.88,28.43,145.64,104.4,41.24,38.6931,43.5832,0
INC-03585,2026-05-03T11:45:00,11:45:00,warning,degraded,Node.js,Node.js,1,62.32,55.2,100.11,108.25,-8.14,40.075,47.4034,0
INC-03586,2026-05-03T11:46:00,11:46:00,healthy,normal,,Go,2,37.05,68.0,102.53,94.92,7.61,39.7682,48.4958,0
INC-03587,2026-05-03T11:47:00,11:47:00,warning,degraded,Php,Php,3,56.05,20.51,106.14,79.44,26.7,43.1063,46.2302,0
